question,answer,intent,label
코로나19 보다 무서운 질병이 있나요? 코로나19가 왜 무섭나요? 코로나는 어떤질병인가요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
위드코로나 하면요 마스크 안 쓰면 외국처럼 사망자 나와서 마스크 쓰고 지낸다는데 그러면 평생 마스크 쓰라는 거 아녜요? 마스크 벗으면 죽고 코로나 없애지도 못해서 위드코로나 하는거니까요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
위드코로나 중단인가요?,"위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787",위드코로나 중단 조건,32
"코로나 증상 최근에 좀 무서워서 코로나 증상 다 찾아봤는데 해당되는 게 몇 가지 있어서 질문해봅니다, 두통이 살짝 있고 속이 좀 메스꺼운데 이거 코로나인가요, 기침이나 콧물은 안 나옵니다 ㅠㅠ 열도 없구요","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"위드코로나 정말 코로나시국이 끝날까요,,?","위드 코로나(With Corona), 사실상 코로나와 공존하는 것을 선언하였습니다. 사실상 코로나를 감기처럼 사람이 걸릴 수 있는 질병의 한 종류로 보고 같이 가겠다는 의미도 있습니다. 안타깝지만 코로나와 지내는 현 상황에 적응해나가는 것이 최선으로 보입니다.",코로나 종식 기간,16
"위드코로나 2차 3차개편 11월 1일 부터 위드코로나 시작됬는데 제가 매년 하던 대규모 행사가 있는데 내년 쯤이면 할수, 거의 수만명 단위에 행사인데 근데 제가 백신을 안맞았거든요,근데 위드코로나에 대해서, 안맞더라도 코로나 검사를 해서 음성판정 증명증 같은걸 내면 갈수 있을까요?",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 증상 저희 가족들이 다 감기 걸렸는데 저희 엄마가 기침이 심해서 코로나 검사를 받아 음성이 나왔는데 제가 오늘 아침에 약을 처방받고 왔거든요 근데 지금 줌 하는 중인데 코가 막히고 속 울렁거리고 토 할것 같은데 안나오고 목이 좀 부었는데 코로나 증상인가요?,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"독감 백신 코로나 백신 제가 독감 백신을 왼쪽 팔에 맞았는데 코로나 백신 1차, 2차도 그대로 왼팔에 맞아도 되나요?? 아니면 오른팔에 1차, 2차를 맞아야 하나요..? 주변에서 코로나 백신이랑 독감은 다른 팔에 맞아야 한다고 들었던 것 같아서 궁금해서요",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 음성 격리 지원금 같은일하는 회사에 코로나가 나와서 능동적 감시자로 코로나 검사를 받아서 음성이나왔습니다 회사에서는 혹시 모르니 일주일정도 나오지말라하고 일주일치는 무급으로 된다고 하는데 이런경우 지원금 신청이 가능한가요?,코로나 자가격리 대상자 기준 / 코로나 자가격리 생활수칙 [가족 동거인 포함] / 자가격리 지원금 규모 / 생활지원비 신청 / 지원금 제외 대상 / 자가격리 위반시 처벌의 자세한 정보는 다음 링크에 있습니다. https://procondition99.tistory.com/668,자가격리 수칙,67
위드 코로나 질문 위드 코로나가 코로나 함께 뭐 독감처럼 안고간다 이런말로 알고있는데 이 위드 코로나가 시행되면 백신 안맞은사람들은 뭐 술못먹네 식당 못들어가네 이런 말이 들려서 그러는데 이것도 맞는건가요? 위드 코로나 뜻이 그냥 함께 안고간다 이렇게 이해하면 될까요 ?,"위드코로나는 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념입니다. 이는 코로나19의 완전한 종식을기대하는 것보다 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19와의 공존을 준비해야 한다는 뜻이에요",위드코로나,26
코로나 기확진자 코로나 재검사 세달전에 코로나 양성판정을 받았었는데 이번에 코로나 확진자랑 동선이 겹쳐서 검사 받으라는 연락을 받았는데요 코로나 양성 찌꺼지 몸에 얼마나 남나요..? 내일 검사 받으면 양성 찌꺼기 때문에 양성 뜰 수도 있나요?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
백신 맞아야지 위드코로나 적용이라던데 진짜인가요??,백신패스에 대한 다른 사람의 글을 추천해 드릴게요. https://onebeat.tistory.com/107,백신패스,79
"코로나 증상, 평소엔 그러다가 괜찮아지는데 어제는 밤까지 계속 따가운 거에요 그래서 혹시나 코로나일까 걱정했는데 다행이 열 안 나고 기침도 안나서 안심하고있었어요 그런데 방금 온도를 재보니까 37.2도가 나오고 기침도 조금씩 나와서 걱정이돼요. 코로나 인가요 ㅠㅠㅠㅠ?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
코로나걸렸을때 격리 코로나걸렸을때 1.코로나가 가족이 다걸렸을때 같이 격리되나요?? 2.코로나를14살짜리딸이 혼자걸렸을때는 어떻게 격리되나요? 알려주세요ㅠㅜ,확진자는 경우에 따라 재택치료 또는 생활센터 치료로 나누어 진행됩니다. 자세항 사항은 다음 링크에서 확인 가능합니다. https://4honey-plant.tistory.com/106,확진자 자가격리,64
"코로나 증상 , 오늘은 학교갔다가 조퇴했는데목은 그낭 다 나은거 같은데 비염은 아직 그대로라서 계속 콧물이 나고 기침은 거의 안하는데 혹시 코로나일까요?열은 한번도 안났었고 약 먹으니 목도 괜찮아지고 해서 코로나는 아닌거같은데 증상이 코로나일까요..?","증상으로 코로나와 알레르기비염을 구분하기는 어렵습니다. 알레르기비염을 갖고 있는 분들은, 주변에 환자가 급증한다던지, 접촉하였다던지, 코로나로 진단받은(추후라도) 사람과 같은 공간에 있었는지, 37.5도 이상의 발열, 호흡곤란, 인후통, 후각마비 등의 증상일때는 코로나 검사를 받도록 권고하고 있습니다.",비염 비교,38
감기걸렸는데 코로나인가? .. 아니..목감기 코감기 같이 온거 같은데 콧물 많고 한쪽 코만 뚫렸는데 맛이 안남 달고 쓰고 짜고 는 느껴지는데 맛이 안남. 열 안나고 토 안하고 오한 그딴거 없는데 이것도 코로나임? 코로나 증상에 미각이 없어진다는게 있어서 설마하고 올려봄,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
코로나 종식 관련 질문 코로나가 종식은 안돼고 우리와 함께 사는 지금있는 감기바이러스처럼 된다는데 그럼 이 ㅈ망할 코로나년이 우리와 함께살려면 얼마나 걸렸나요 대충 감잡아서,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,욕설,83
코로나 증상 있는데 어카죠 중2학생인데요 병원에서 편도염이라는데 열도나고 두통이랑 어지럼증도 좀 있고 오한도 살짝 있어요 사실 코로나 터지고 거의 처음있는일이라 너무 당황스럽고 무서운데 어카죠 아직 코로나 검사는 안받았어요,코로나증상 중에는 편도염이 동반되기도 합니다. 코로나감염이 의심되면 선별진료소 검사를 받으세요.,편도염 비교,40
"코로나종식질문 코로나때문에,사람들도마음놓고,만날수가없고,더운날씨인대도,불구하고,마스크를항상써야해서,빨리코로나가끝나기를기다립니다.언제까지,고생해야하는지요?코로나는왜생기고,언제끝나는지궁금해요.","위드 코로나(With Corona), 사실상 코로나와 공존하는 것을 선언하였습니다. 사실상 코로나를 감기처럼 사람이 걸릴 수 있는 질병의 한 종류로 보고 같이 가겠다는 의미도 있습니다. 안타깝지만 코로나와 지내는 현 상황에 적응해나가는 것이 최선으로 보입니다.",코로나 종식 기간,16
코로나 증상 아까부터 기침 나오다가 갑자기 목이 따가워지기 시작하는데 코로나 증상인가용ㅠㅠ,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
어제 자고 일어나니 검지 발가락만 부어있네요 코로나19 주요증상인 기침이나 발열도 없습니다. 근데 발가락만 저러는 이유가 있을까요? 코로나 걸리면 발가락이 붓기도 하나요?,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
"위드코로나 백신패스 , 11월 1일부터 위드코로나가 시행되는걸로 알고 있는데 제가 11월 1일에 백신접종 13일째가 되는데 백신패스를 사용 가능한건가요?",백신패스에 대한 다른 사람의 글을 추천해 드릴게요. https://onebeat.tistory.com/107,백신패스,79
식당 카페가 24시간 영업이 가능하다던데 이게 오후 12시까지인지 아니면 코로나 이전처럼 제한이 없어지는건지 궁금합니다.,"유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업,30
이거 코로나 증상인가요? 어제부터 계속 기침하고 목이 아프고 열이 39도 까지 올라갔는데 코로나 증상 아니겠죠..?,"코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
코로나 백신 2차 날짜 제가 오늘 코로나 백신 1차를 맞았는데요 2차 날짜는 어디서 보나요?,[코로나 백신 예약번호 조회] 코로나 백신 예약 후 예약번호 조회 확인은 코로나19 백신사전예약 홈페이지 또는 질병관리청 COOV(코로나19 전자예방접종증명서) 앱 설치 후 상단의 '코로나19 예방접종 예약서비스 > 예방접종'란으로 이동하시면 상세 예약 일정 및 예약 번호 확인이 가능합니다.,백신 예약 확인,81
위드 코로나가 뭔가요,위드코로나는 코로나19 의 완전한 종식을 기대하는 것보다 그에 대한 인식과 방역체계를 바꿔 코로나19 와의 공존을 준비해야 한다 개념입니다.,위드코로나,26
코로나인가요 감기인가요 목도 아프고 콧물도 나오는데 감기인가요..? 아니면 코로난가요..,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
코로나 백신 맞으러 갔는데 코로나 백신을 맞으러 갔는데 갑자기 아 독감주사요 이러면서 독감 주사를 맞고 왔습니다 저는 그래서 원래 코로나 백신 맞을때 독감 부터 맞고 코로나 백신 주사를 맞나 생각하고 왔는데.. 아닌가요..?,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
코로나 확진 동선 오늘 2년만에 처음으로 피시방갔는데 3일전에 제가 앉은 자리에 확진자가 왔다갔대요 그 이후로 코로나 방역 3번이나 했다고하기는 하던데 혹시 저한테도 코로나 검사 받으라고 연락올까요? 그리고 저 괜찮을까요?,"코로나19 바이러스의 생존기간은 최장 약 3일 가량이며, 자세한 정보는 다음 링크에서 확인하실 수 있습니다. https://www.bbc.com/korean/51941511",코로나 생존기간,23
코로나백신 코로나 백신 1989년07.01년생인데 끝자리1이라 코로나백신언제맞을수있나요,백신 접종과 관련된 상세한 내용은 다음 링크에서 확인 가능합니다. https://www.seoul.go.kr/coronaV/coronaStatus.do?menu_code=41,백신접종 시기,70
제 친구의 친구가 코로나 확진이 되었는데 더 망한건 확진 된 친구가 제 친구한테 신체접촉 진짜 많이 했는데 아직까진 제 친구는 확진의심이 되진 않는데 그 확진 된 친구의 단짝이 저랑도 친해서 같이 논적 많은데 저 어떡해요?? 검사 해야 하나요?? ㅠㅠㅠ 코로나 확진 되기 싫은데..,"지인분의 검사 결과가 양성이라면, 역학조사를 통해서 코로나에 확진된 날짜를 조사하게 되고, 그 날짜에 질문자님을 만났다면 2주간 자가격리하셔야 됩니다.",밀접접촉자 음성,66
"코로나 백신 접종 후 코로나 검사 안녕하세요 제가 내일 코로나 백신 접종을 하는데요, 금요일에 코로나 검사를 받아야 해서요. 백신 맞고 검사 받아도 괜찮나요?",백신 접종과 코로나 검사는 아무런 상관이없습니다 :),접종 후 검사,76
코로나 백신 접종 후 코로나 검사 제가 오늘 코로나 백신 화이자를 오전 9시에 접종했는데 당일날 코로나 검사를 받아야하는데 코로나 백신 접종 후 코로나 검사를 받으면 음성이 나오나요 양성이 나오나요,백신 접종과 코로나 검사는 아무런 상관이없습니다 :),접종 후 검사,76
위드 코로나 야외 시설 체육공원이나 운동장이 코로나 때문에 막혔는데 위드 코로나가 시행된 11월 언제쯤 풀릴까요?,위드코로나와 관련된 상세 정보는 다음 링크에서 확인하실 수 있습니다. https://www.joongang.co.kr/digitalspecial/458,위드코로나 상세,37
코로나 증상 저희 동네에 문구점 같은곳이 없어서 구리에 가서 샀는데 그후로 미열이 있고 목이 따끔따끔해요. 음식물이나 침삼킬 때도 아프고 코도 막혔습니다. 머리도 조금씩 아프구요. 시국이 시국인지라 코로나 증상같아서요. 답변 부탁드려요.,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
저번주 월욜에 백신맞은게 너무 아프고 열이나서 응급실가서 링거맞고 코로나 검사받고 집왔는데 다음날 양성이라 떳네요 이러면 치료하고 코로나검사받은 병원비 받을 수 있나요?,코로나19 확진 시 발현되는 증상이 100% 코로나로 인한 것이라면 치료비용은 국가에서 부담합니다. 다만 방역지침 위반으로 인한 확진 시에는 구상권 등이 청구될 수 있습니다.,코로나 치료 비용,14
"코로나 증상 , 코로나 검사받고 음성 판정을 받았는데요, 오늘 점점 심해지더니 속이 울렁거리고 두통이랑 열도 나는데 코로나라, 근데 코로나 잠복기? 때문에 기침,콧물이 있어도 음성일 경우가 있나요?",잠복기간 내에 진행된 검사도 신뢰하셔도 좋습니다.,잠복기간 검사,25
코로나 증상 콧물 코막힘 목 칼칼함 기침 두통 이렇게 있는데 코로나 인가요? 얼마전에 얇은 옷 입고 밖에 오래있긴 했습니다,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"코로나 질문있습니다! 목감기가 걸리고 열이 생각보다 많이 나기도했고 코로나 증상인가 하고 의심했는데, 병원에서 혹시나 열이 내려가지 않으면 코로나 검사를 받아보라고 하더라구요. 지금은 목만 조금 칼칼한데 만약 코로나라면 처방받은 약으로 증상이 나아지지는 않죠?","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
"코로나 의심증상 기침,코 막힘,식욕감소,목부음 코로나 증상 또는 코로나 인가요 코로나이면 제가 어디어디 들렸는지하고 다 물어보나요?","코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
청소년 코로나 백신 오늘 11월12일 6시까지 사전예약 이었는데 예약을 안했어요… 원래 맞을려했는데 사이트말고 병원에 전화해서 예약할 수 있나요? 사전예약 기간 끝났는데도 예약할 수있어요? #코로나#백신#청소년#청소년코로나백신#청소년백신#사전예약#사전예약기간#청소년사전예약,[코로나 백신 예약번호 조회] 코로나 백신 예약 후 예약번호 조회 확인은 코로나19 백신사전예약 홈페이지 또는 질병관리청 COOV(코로나19 전자예방접종증명서) 앱 설치 후 상단의 '코로나19 예방접종 예약서비스 > 예방접종'란으로 이동하시면 상세 예약 일정 및 예약 번호 확인이 가능합니다.,백신 예약 확인,81
위드코로나 코로나 상황이 되게 심각해지는거 같은데 이러다가 위드코로나 중단될 수도 있는 건가요??,"위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787",위드코로나 중단 조건,32
코로나 증상 제가 내일 자가격리 해제로 코로나 검사를 하는데요 오늘 오전부터 속이 더부룩 하고 오후에는 머리아픈것도 추가 됐는데요 그래서 겨드랑이로 재는 체온계로 쟀는데 왼쪽37.4 오른쪽 37.2 미열이 있길래 잘려고 합니다 이게 코로나 증상인가요.. 심지어 밀첩접촉자 입니다..,"증상으로 코로나를 구분하는 것은 불가능하기도 하거니와 정확한 구분이 아니어서, 이 내용으로 코로나 여부를 답변하는 것은 부적절합니다. 밀접 접촉자로 자가격리 중이라면, 이를 관계부처(현재 자가격리를 관할하는 상담자나 지자체 보건소 등)에 통보하여 적절한 조치를 받도록 하세요",밀접 접촉자 증상 질문,5
코로나 19 증상 오른쪽 아랫배 통증이랑 두통 그리고 열이 38도 이상 나는데 코로나 증상인가요..?,"코로나는 감기와 비슷하여 구분하기가 어렵습니다. 일단 코로나의 첫번째 증상은 발열입니다. 38도 이상의 발열증상이 있을 경우 코로나일 가능성이 높으며, 시간이 지날수록 기침, 구토 및 설사, 어지럼증과 같은 증상들이 나타납니다. 검사를 먼저 받으시길 권해드립니다.",주의단계 의심증상,3
미국입국 코로나 현자 미국 입국할때 코로나 검사 해서 음성 판정받은거 필요하나요?,구비 서류 및 준비사항 - 모든 승객 출발 3일 이내 발급 받은 코로나19 음성 확인서 제출 필수. 코로나19 음성확인서 제출 및 추가 검사 실시 후 격리기간 단축 가능.,여행시 검사,47
위드 코로나 중단되면 독서실도 다시 10시까지밖에 안하나요,죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"위드 코로나 2단계 관련 질문 안녕하세요 제가 위드 코로나 2단계에 대해서 질뭉 드리고 싶은게 있습니다. 1. 위드 코로나 2단계 할 수 있나요? 2. 확진자, 위중증이 얼마나 나와야 위드 코로나 2단계 못하나요? 3. 위드 코로나 2단계 하면 콘서트때 함성이랑 떼창 가능한가요? 답변 부탁드립니다ㅠㅠ",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
"코로나 증상 복통 저희 탁구쌤이 코로나 확진판정을 받아서 학생들이 검사를 받으러갔는데 전부다 음성이였어요 그래서 격리된지 오늘이 2일차에요 탁구쌤, 후로는 설사 한두번 나오고 그 후는 배아파서 싸면 그냥 일반대변이 나오고요 근데 네이버찾아보니까 코로나 증상에 복통도 있더라구요.. 너무 걱정이돼요..","증상으로 코로나를 구분하는 것은 불가능하기도 하거니와 정확한 구분이 아니어서, 이 내용으로 코로나 여부를 답변하는 것은 부적절합니다. 밀접 접촉자로 자가격리 중이라면, 이를 관계부처(현재 자가격리를 관할하는 상담자나 지자체 보건소 등)에 통보하여 적절한 조치를 받도록 하세요",밀접 접촉자 증상 질문,5
위드 코로나 질문 위드 코로나가 코로나 함께 뭐 독감처럼 안고간다 이런말로 알고있는데 이 위드 코로나가 시행되면 백신 안맞은사람들은 뭐 술못먹네 식당 못들어가네 이런 말이 들려서 그러는데 이것도 맞는건가요? 위드 코로나 뜻이 그냥 함께 안고간다 이렇게 이해하면 될까요 ?,"[위드 코로나 뜻] 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념이다. 이는 코로나19의 완전한 종식을기대하는 것보다, 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19 와의 공존을 준비해야 한다는 뜻이에요",위드코로나,26
코로나인가요 한 2틀전부터 목이 아프고 콧물이 나오다기 지금 살짝 어지럽고 오늘 설사하고 기침도 하는데 코로나인가요? 코로나면 벌금 내야하나요? 후유증은 얼마나 심한가요,"근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
위드코로나 질문이요 위드코로나 하면 식당이랑 카페 영업시간이 제한없잖아요 식당이랑 카페도 백신안맞은 사람이면 10시까지만 이용가능하나요?,"유흥시설포함 대부분의 시설들이 정상영업할 수 있습니다. 위드코로나는 코로나19의 장기화에 따른, 코로나19를 예방하며 일상생활을 해야 하는 시기 또는 정책입니다.",위드코로나 정상 영업,30
코로나 증상인가요 열은 안나고 두통도 없는데 기침하고 코도 막히고 목에 가래가 자꾸 끼는데 코로나 증상일까요,"코로나 바이러스는 급성호흡기및 폐질환입니다. 일반적인 코로나의 증상은 오한 및 38도 이상의 발열 기침, 가래, 호흡곤란, 목아픔이 있습니다. 검사를 안해보고 증상만으로 코로나 진단을 하는건 불가능 합니다. 코로나 진단건사를 하시려면 1339번이나 가까운 보건소에 방문하시기 바랍니다.",증상 질문,0
독감맞고 코로나 독감 맞고 코로나 백신 몇주후에 맞아야하나요?,코로나백신과 다른 백신과의 접종간격은 2주간 띄울 것을 권고하고 있습니다. 코로나백신 접종처에 말씀하시면 연기해주실 겁니다.,접종 간격,7
위드코로나가 뭐에여? 인터넷 쳐보니까 코로나를 이제 독감이나 일반 감기수준으로 본다던데 맞아요?맞다면 이제 우리나라도 그냥 코로나 포기한거에용?,"[위드 코로나 뜻] 강력한 변이 바이러스 출현, 돌파감염 등으로 코로나19 팬데믹이 장기화되면서 대두되고 있는 개념이다. 이는 코로나19의 완전한 종식을기대하는 것보다, 치명률을 낮추는 새로운 방역체계 등을 도입해 코로나19 와의 공존을 준비해야 한다는 뜻이에요",위드코로나,26
위드코로나 중단 중단조건 위드코로나 중단 하나요? 중단조건 뭐에요? 그러면 이제 12월 코로나 4단계 발동될까? 확진자 엄청 많던데..,"위드코로나 중단조건을 보면 중환자실, 입원병상 가동률이 75%를 넘거나, 주간 평가 결과가 위험도 '매우 높음'인 경우 등의 상황에서 '비상 계획'을 발동한다고 밝혔습니다. 상세한 정보는 다음 링크에서 확인 가능합니다. http://www.ggilbo.com/news/articleView.html?idxno=881787",위드코로나 중단 조건,32
위드코로나&코로나 백신접종 위드코로나 마스크여부 위드코로나가 11월부터 시작하는것 같던데 그럼 마스크를 쓰는건가요?,위드코로나 단계가 진행되어도 여전히 마스크는 착용해야합니다.,위드코로나 마스크,28
"코로나 궁금한거있어서요 코로나가 중증환자들이 백신을 맞았나요? 혹시 맞아서 중증환자 될 확률이 적으면 독감처럼, 글고 백신 맞았는데 코로나 걸렸다고 뉴스에 나오는데 독감도 백신 맞아도 걸리는것 처럼 당연한겅, 아픈것처럼 코로나랑 독감이랑 머가 다르죠.. 일부로 불안감 조성한다는거 본적이있어서요..",죄송해요 무슨 말씀인지 이해하기 어려워요. 다른 형태로 질문을 해주시겠어요?,알수없음,84
제 친구중에 코로나 접촉자가 생겨서 질문 남깁니다. 친구가 접촉자라는 말을 듣고 생각해보니 뭔가 목이 부은 것 같더라구요 코로나 증상 첫번째가 목부음 현상일까요? 아직 결과가 안 나와서 더 불안하네요..,확진자와 접촉하였다고 바로 검사 양성이 되지는 않습니다. 적절한 검체 채취 및 검사 방법을 하지 못하면 음성으로 나오기도 합니다. 코로나 증상은 다음의 내용을 참고하십시오. https://www.youtube.com/watch?v=UeEY9eLGJrM,확진자 접촉 경미,8
"코로나 증상 , 그래서 코로나 검사 하니까 음성이 나오긴 했어요. 근데 검사받은 그날 학원갔는데 옆자리 애가 확진이 된거에요. 그걸 어제쯤 알았는데 학원, 끝나고 다음날부터 가성이 아예 안올라가고 마른기침?계속하고 목아파요. 지금은 콧물은 안나는데 목에 가래 같은게 껴있네요, 코로나 증상인가요?",확진자와 접촉하였다고 바로 검사 양성이 되지는 않습니다. 적절한 검체 채취 및 검사 방법을 하지 못하면 음성으로 나오기도 합니다. 코로나 증상은 다음의 내용을 참고하십시오. https://www.youtube.com/watch?v=UeEY9eLGJrM,확진자 접촉 경미,8
위드코로나가 뭐예요?,With + Corona. 코로나와 같이 간다는 뜻이 담겨 있습니다. 코로나를 완전히 박멸할 수 없다고 판단하여 일반 감기처럼 생각하고 코로나와 같이 간다는 의미에요.,위드코로나,26
"코로나 증상 최근에 좀 무서워서 코로나 증상 다 찾아봤는데 해당되는 게 몇 가지 있어서 질문해봅니다, 두통이 살짝 있고 속이 좀 메스꺼운데 이거 코로나인가요, 기침이나 콧물은 안 나옵니다 ㅠㅠ 열도 없구요","근육통, 두통, 인후통, 후각·미각소실 - 그 외에 피로, 식욕감소, 가래, 소화기증상(오심, 구토, 설사 등), 혼돈, 어지러움, 콧물이나 코막힘, 객혈, 흉통, 결막염, 피부 증상 등이 다양하게 나타남 코로나는 증상이 다양해요. 질문자님은 코로나 가능성 떨어져요. 하지만 검사 한번 받아보시길 권해드려요. 경과 보세요.",경미한 의심증상,2
